Epoch,Train Loss,Valid Loss,Train Accuracy,Valid Accuracy
1,0.12343246954702591,0.13701884528508282,56.24348068237305,49.844940185546875
2,0.0729143098060577,0.1134241547787434,76.27851867675781,60.6870231628418
3,0.04443957829863482,0.11518953204019891,87.14775848388672,61.402671813964844
4,0.021135575934422224,0.1261195906572122,94.31192016601562,62.09446716308594
5,0.014065468394197592,0.1485679622496059,96.14582061767578,61.259544372558594
